month_iso,product_family,customer_segment,subscription_count,active_subscription_count,beginning_arr_gbp,new_business_arr_gbp,expansion_arr_gbp,price_increase_arr_gbp,contraction_arr_gbp,churn_arr_gbp,pause_arr_gbp,net_arr_delta_gbp,ending_arr_gbp,active_arr_gbp,active_mrr_gbp,control_exception_count
2018-03-01,Core,SMB,45,41,147674.04,89444.52,0,0,0,0,0,89444.52,237118.56000000003,237118.56000000003,19759.879999999997,0
2018-04-01,AI,Enterprise,6,5,82091.4,132660.84,0,0,0,0,0,132660.84,214752.24,214752.24,17896.02,0
2018-04-01,AI,Mid-Market,6,5,74815.08,51579.36,0,0,0,0,0,51579.36,126394.44,126394.44,10532.87,0
2018-04-01,AI,SMB,6,5,95125.56,20250,0,0,0,0,0,20250,115375.56,115375.56,9614.630000000001,0
2018-04-01,Analytics,Enterprise,1,1,32400,0,0,0,0,0,0,0,32400,32400,2700,0
2018-04-01,Analytics,Mid-Market,14,14,126504.6,124535.64,0,0,0,0,0,124535.64,251040.24,251040.24,20920.02,0
2018-04-01,Analytics,SMB,24,23,264305.4,56880,0,0,0,0,0,56880,321185.4,321185.4,26765.45,0
2018-04-01,Core,Enterprise,3,3,9383.4,28311.96,0,0,0,0,0,28311.96,37695.36,37695.36,3141.2799999999997,0
2018-04-01,Core,Mid-Market,10,7,53460,0,0,0,0,0,0,0,53460,53460,4455,0
2018-04-01,Core,SMB,55,52,237118.56000000003,59117.68,0,0,0,0,0,59117.68,296236.24,296236.24,24678.02,1
2018-05-01,AI,Enterprise,6,5,214752.24,0,0,0,0,0,0,0,214752.24,214752.24,17896.02,0
2018-05-01,AI,Mid-Market,10,10,126394.44,128850,0,0,0,0,0,128850,255244.44,255244.44,21270.369999999995,0
2018-05-01,AI,SMB,7,6,115375.56,21375,0,0,0,0,0,21375,136750.56,136750.56,11395.880000000001,0
2018-05-01,Analytics,Enterprise,1,1,32400,0,0,0,0,0,0,0,32400,32400,2700,0
2018-05-01,Analytics,Mid-Market,20,20,251040.24,106108.32,0,0,0,0,0,106108.32,357148.56,357148.56,29762.38,0
2018-05-01,Analytics,SMB,32,32,321185.4,125788.44,0,0,0,0,0,125788.44,446973.84,446973.84,37247.82,0
2018-05-01,Core,Enterprise,3,3,37695.36,0,0,0,0,0,0,0,37695.36,37695.36,3141.2799999999997,0
2018-05-01,Core,Mid-Market,14,11,53460,31185,0,0,0,0,0,31185,84645,84645,7053.75,0
2018-05-01,Core,SMB,70,67,296236.24,88200,0,0,0,0,0,88200,384436.24,384436.24,32028.02,0
2018-05-01,Other,SMB,1,1,0,5700,0,0,0,0,0,5700,5700,5700,475,0
2018-06-01,AI,Enterprise,6,6,214752.24,48093.84,0,0,0,0,0,48093.84,262846.07999999996,262846.07999999996,21903.84,0
2018-06-01,AI,Mid-Market,10,10,255244.44,0,0,0,0,0,0,0,255244.44,255244.44,21270.37,0
2018-06-01,AI,SMB,7,6,136750.56,0,0,0,0,0,0,0,136750.56,136750.56,11395.880000000001,0
2018-06-01,Analytics,Enterprise,2,2,32400,32400,0,0,0,0,0,32400,64800,64800,5400,0
2018-06-01,Analytics,Mid-Market,24,24,357148.56000000006,72058.08,0,0,0,0,0,72058.08,429206.6400000001,429206.6400000001,35767.22,0
2018-06-01,Analytics,SMB,36,36,446973.84,63810.96000000001,0,0,0,0,0,63810.96000000001,510784.80000000005,510784.80000000005,42565.399999999994,0
2018-06-01,Core,Enterprise,3,3,37695.36,0,0,0,0,0,0,0,37695.36,37695.36,3141.2799999999997,0
2018-06-01,Core,Mid-Market,20,17,84645,45963.72,0,0,0,0,0,45963.72,130608.72,130608.72,10884.06,0
2018-06-01,Core,SMB,75,73,384436.23999999993,35400,0,0,0,0,0,35400,419836.23999999993,419836.23999999993,34978.020000000004,0
2018-06-01,Other,SMB,1,1,5700,0,0,0,0,0,0,0,5700,5700,475,0
2018-07-01,AI,Enterprise,7,7,262846.07999999996,50625,0,0,0,0,0,50625,313471.07999999996,313471.07999999996,26122.59,0
2018-07-01,AI,Mid-Market,11,10,255244.44,0,0,0,0,0,0,0,255244.44,255244.44,21270.37,0
2018-07-01,AI,SMB,10,9,136750.56,67500,0,0,0,0,0,67500,204250.56,204250.56,17020.88,0
2018-07-01,Analytics,Enterprise,2,2,64800,0,0,0,0,0,0,0,64800,64800,5400,0
2018-07-01,Analytics,Mid-Market,29,29,429206.63999999996,85344.95999999999,0,0,3617.4,0,0,81727.56,510934.19999999995,510934.19999999995,42577.85,0
2018-07-01,Analytics,SMB,42,42,510784.8,83520,0,0,0,0,0,83520,594304.8,594304.8,49525.4,0
2018-07-01,Core,Enterprise,4,4,37695.36,12150,0,0,0,0,0,12150,49845.36,49845.36,4153.78,0
2018-07-01,Core,Mid-Market,23,20,130608.72,17969.28,0,0,0,0,0,17969.28,148578,148578,12381.5,0
2018-07-01,Core,SMB,81,79,419836.23999999993,36000,0,0,0,0,0,36000,455836.23999999993,455836.23999999993,37978.02,0
2018-07-01,Other,SMB,2,2,5700,5700,0,0,0,0,0,5700,11400,11400,950,0
2018-08-01,AI,Enterprise,8,8,313471.07999999996,50625,0,0,0,0,0,50625,364096.07999999996,364096.07999999996,30341.34,0
2018-08-01,AI,Mid-Market,12,11,255244.44000000003,30375,0,0,0,0,0,30375,285619.44,285619.44,23801.620000000003,0
2018-08-01,AI,SMB,12,11,204250.56,45000,0,0,0,0,0,45000,249250.56,249250.56,20770.88,0
2018-08-01,Analytics,Enterprise,2,2,64800,0,0,0,0,0,0,0,64800,64800,5400,0
2018-08-01,Analytics,Mid-Market,34,34,510934.2,96706.92,0,0,0,0,0,96706.92,607641.1200000001,607641.1200000001,50636.759999999995,0
2018-08-01,Analytics,SMB,51,51,594304.7999999999,126661.56,0,0,0,0,0,126661.56,720966.36,720966.36,60080.52999999999,0
2018-08-01,Core,Enterprise,4,4,49845.36,0,0,0,0,0,0,0,49845.36,49845.36,4153.78,0
2018-08-01,Core,Mid-Market,25,22,148578,16519.92,0,0,0,0,0,16519.92,165097.91999999998,165097.91999999998,13758.16,0
2018-08-01,Core,SMB,96,93,455836.24,84506.76,0,0,0,0,0,84506.76,540343,540343,45020.25000000001,0
2018-08-01,Other,SMB,2,2,11400,0,0,0,0,0,0,0,11400,11400,950,0
2018-09-01,AI,Enterprise,8,8,364096.07999999996,0,0,0,0,0,0,0,364096.07999999996,364096.07999999996,30341.34,0
2018-09-01,AI,Mid-Market,15,14,285619.44000000006,88087.44,0,0,0,0,0,88087.44,373706.88,373706.88,31142.239999999998,0
2018-09-01,AI,SMB,14,13,249250.56,45000,0,0,0,0,0,45000,294250.56,294250.56,24520.88,0
2018-09-01,Analytics,Enterprise,2,2,64800,0,0,0,0,0,0,0,64800,64800,5400,0
2018-09-01,Analytics,Mid-Market,40,40,607641.12,112190.87999999999,0,0,0,0,0,112190.87999999999,719831.9999999999,719831.9999999999,59986.00000000001,0
2018-09-01,Analytics,SMB,58,58,720966.36,95672.64,0,0,0,0,0,95672.64,816639,816639,68053.25,0
2018-09-01,Core,Enterprise,4,4,49845.36,0,0,0,0,0,0,0,49845.36,49845.36,4153.78,0
2018-09-01,Core,Mid-Market,29,26,165097.91999999998,29638.08,0,0,0,0,0,29638.08,194736,194736,16227.999999999998,0
2018-09-01,Core,SMB,113,110,540343,96652.92,0,0,0,0,0,96652.92,636995.92,636995.92,53074.66000000001,0
2018-09-01,Other,SMB,3,3,11400,14400,0,0,0,0,0,14400,25800,25800,2150,0
2018-09-01,Other,Unknown,1,1,0,10712.64,0,0,0,0,0,10712.64,10712.64,10712.64,892.72,1
2018-10-01,AI,Enterprise,9,8,364096.08,0,0,0,0,0,0,0,364096.08,364096.08,30341.34,0
2018-10-01,AI,Mid-Market,20,19,373706.88000000006,122849.04,0,0,0,0,0,122849.04,496555.92,496555.92,41379.659999999996,0
2018-10-01,AI,SMB,17,16,294250.56,67500,0,0,0,0,0,67500,361750.56,361750.56,30145.88,0
2018-10-01,Analytics,Enterprise,3,3,64800,24777.6,0,0,0,0,0,24777.6,89577.6,89577.6,7464.8,0
2018-10-01,Analytics,Mid-Market,42,42,719831.9999999999,39709.68,0,0,0,0,0,39709.68,759541.6799999998,759541.6799999998,63295.14000000001,0
2018-10-01,Analytics,SMB,61,61,816639,42480,0,0,0,0,0,42480,859119,859119,71593.25,0
2018-10-01,Core,Enterprise,5,5,49845.36,9536.16,0,0,0,0,0,9536.16,59381.520000000004,59381.520000000004,4948.46,0
2018-10-01,Core,Mid-Market,30,27,194736,7290,0,0,0,0,0,7290,202026,202026,16835.5,0
2018-10-01,Core,SMB,121,118,636995.9199999999,47700,0,0,0,0,0,47700,684695.9199999999,684695.9199999999,57049.66000000001,0
2018-10-01,Other,SMB,3,3,25800,0,0,0,0,0,0,0,25800,25800,2150,0
2018-10-01,Other,Unknown,1,1,10712.64,0,0,0,0,0,0,0,10712.64,10712.64,892.72,1
2018-11-01,AI,Enterprise,9,8,364096.08,0,0,0,0,0,0,0,364096.08,364096.08,30341.34,0
2018-11-01,AI,Mid-Market,21,20,496555.92000000004,23421.36,0,0,0,0,0,23421.36,519977.28,519977.28,43331.439999999995,0
2018-11-01,AI,SMB,18,17,361750.56,21375,0,0,0,0,0,21375,383125.56,383125.56,31927.13,0
2018-11-01,Analytics,Enterprise,3,3,89577.6,0,0,0,0,0,0,0,89577.6,89577.6,7464.8,0
2018-11-01,Analytics,Mid-Market,44,44,759541.6799999999,38980,0,0,0,0,0,38980,798521.6799999999,798521.6799999999,66535.14,1
2018-11-01,Analytics,SMB,71,71,859119,146488.56,0,0,0,0,0,146488.56,1005607.56,1005607.56,83800.63,0
2018-11-01,Core,Enterprise,5,5,59381.52,0,0,0,0,0,0,0,59381.52,59381.52,4948.46,0
2018-11-01,Core,Mid-Market,36,33,202025.99999999997,42371.159999999996,0,0,0,0,0,42371.159999999996,244397.16,244397.16,20366.43,0
2018-11-01,Core,SMB,134,131,684695.92,78000,0,0,0,0,0,78000,762695.9200000002,762695.9200000002,63549.66,0
2018-11-01,Other,SMB,3,3,25800,0,0,0,0,0,0,0,25800,25800,2150,0
2018-11-01,Other,Unknown,1,1,10712.64,0,0,0,0,0,0,0,10712.64,10712.64,892.72,1
2018-12-01,AI,Enterprise,10,9,364096.07999999996,43031.28,0,0,0,0,0,43031.28,407127.36,407127.36,33927.28,0
2018-12-01,AI,Mid-Market,22,21,519977.28,28856.28,0,0,0,0,0,28856.28,548833.56,548833.56,45736.13,0
2018-12-01,AI,SMB,19,17,383125.56,0,0,0,0,0,0,0,383125.56,383125.56,31927.13,0
2018-12-01,Analytics,Enterprise,4,4,89577.6,27540,0,0,0,0,0,27540,117117.6,117117.6,9759.8,0
2018-12-01,Analytics,Mid-Market,50,50,798521.6799999999,112553.76,0,0,0,0,0,112553.76,911075.44,911075.44,75914.62,0
2018-12-01,Analytics,SMB,77,76,1005607.5600000002,69840,0,0,0,0,0,69840,1075447.56,1075447.56,89620.62999999999,0
2018-12-01,Core,Enterprise,5,5,59381.520000000004,0,0,0,0,0,0,0,59381.520000000004,59381.520000000004,4948.46,0
2018-12-01,Core,Mid-Market,37,34,244397.16,7695,0,0,0,0,0,7695,252092.16,252092.16,21007.680000000004,0
2018-12-01,Core,SMB,144,140,762695.92,52500,0,0,0,0,0,52500,815195.92,815195.92,67924.66000000002,0
2018-12-01,Other,SMB,3,3,25800,0,0,0,0,0,0,0,25800,25800,2150,0
2018-12-01,Other,Unknown,1,1,10712.64,0,0,0,0,0,0,0,10712.64,10712.64,892.72,1
2019-01-01,AI,Enterprise,10,9,407127.36,0,0,0,0,0,0,0,407127.36,407127.36,33927.28,0
2019-01-01,AI,Mid-Market,24,23,548833.5599999999,60750,0,0,0,0,0,60750,609583.5599999999,609583.5599999999,50798.63,0
2019-01-01,AI,SMB,22,20,383125.56,66375,0,0,0,0,0,66375,449500.56,449500.56,37458.380000000005,0
2019-01-01,Analytics,Enterprise,5,5,117117.6,32400,0,0,0,0,0,32400,149517.6,149517.6,12459.8,0
2019-01-01,Analytics,Mid-Market,54,53,911075.44,57348,0,0,0,0,0,57348,968423.4399999998,968423.4399999998,80693.62000000001,0
2019-01-01,Analytics,SMB,82,80,1075447.5599999998,56880,0,0,0,0,0,56880,1132327.5599999998,1132327.5599999998,94360.63,0
2019-01-01,Core,Enterprise,5,5,59381.520000000004,0,0,0,0,0,0,0,59381.520000000004,59381.520000000004,4948.46,0
2019-01-01,Core,Mid-Market,39,36,252092.16,14937.720000000001,0,0,0,0,0,14937.720000000001,267029.88,267029.88,22252.49,0
2019-01-01,Core,SMB,163,157,815195.9199999999,98988.48,0,0,0,0,0,98988.48,914184.3999999999,914184.3999999999,76173.7,0
2019-01-01,Legacy,Enterprise,2,2,0,184275,0,0,0,0,0,184275,184275,184275,15356.25,0
2019-01-01,Legacy,Mid-Market,2,2,0,93858.95999999999,0,0,0,0,0,93858.95999999999,93858.95999999999,93858.95999999999,7821.58,0
2019-01-01,Legacy,SMB,3,2,0,88644.36,0,0,0,0,0,88644.36,88644.36,88644.36,7387.030000000001,0
2019-01-01,Other,SMB,3,3,25800,0,0,0,0,0,0,0,25800,25800,2150,0
2019-01-01,Other,Unknown,1,1,10712.64,0,0,0,0,0,0,0,10712.64,10712.64,892.72,1
2019-02-01,AI,Enterprise,11,10,407127.36,45562.56,0,0,0,0,0,45562.56,452689.92000000004,452689.92000000004,37724.16,0
2019-02-01,AI,Mid-Market,24,23,609583.5599999999,0,0,0,0,0,0,0,609583.5599999999,609583.5599999999,50798.630000000005,0
2019-02-01,AI,SMB,25,23,449500.56,66475,0,0,0,0,0,66475,515975.56,515975.56,42989.630000000005,1
2019-02-01,Analytics,Enterprise,5,5,149517.6,0,0,0,0,0,0,0,149517.6,149517.6,12459.8,0
2019-02-01,Analytics,Mid-Market,58,57,968423.44,75816,0,0,0,0,0,75816,1044239.4400000001,1044239.4400000001,87011.62000000001,0
2019-02-01,Analytics,SMB,87,85,1132327.56,70560,0,0,0,0,0,70560,1202887.56,1202887.56,100240.62999999999,0
2019-02-01,Core,Enterprise,5,5,59381.52,0,0,0,0,0,0,0,59381.52,59381.52,4948.46,0
2019-02-01,Core,Mid-Market,42,39,267029.88,23490,0,0,0,0,0,23490,290519.88,290519.88,24209.989999999998,0
2019-02-01,Core,SMB,180,172,914184.4000000001,87385.44,0,0,0,0,0,87385.44,1001569.84,1001569.84,83455.81999999999,0
2019-02-01,Legacy,Enterprise,4,4,184275,184275,0,0,0,0,0,184275,368550,368550,30712.5,0
2019-02-01,Legacy,Mid-Market,3,3,93858.95999999999,56700,0,0,0,0,0,56700,150558.96,150558.96,12546.579999999998,0
2019-02-01,Legacy,SMB,4,3,88644.36,39900,0,0,0,0,0,39900,128544.36,128544.36,10712.03,0
2019-02-01,Other,SMB,3,3,25800,0,0,0,0,0,0,0,25800,25800,2150,0
2019-02-01,Other,Unknown,1,1,10712.64,0,0,0,0,0,0,0,10712.64,10712.64,892.72,1
2019-03-01,AI,Enterprise,11,10,452689.92000000004,0,0,0,0,0,0,0,452689.92000000004,452689.92000000004,37724.16,0
2019-03-01,AI,Mid-Market,27,26,609583.5599999999,92830.08,0,0,0,0,0,92830.08,702413.6399999999,702413.6399999999,58534.47,0
2019-03-01,AI,SMB,26,24,515975.56,20250,0,0,0,0,0,20250,536225.56,536225.56,44677.130000000005,0
2019-03-01,Analytics,Enterprise,5,5,149517.6,0,0,0,0,0,0,0,149517.6,149517.6,12459.8,0
2019-03-01,Analytics,Mid-Market,65,64,1044239.4400000001,122429.52,0,0,0,0,0,122429.52,1166668.9600000002,1166668.9600000002,97214.08000000003,0
2019-03-01,Analytics,SMB,91,88,1202887.5599999998,49920.72,0,0,0,11520,0,38400.72,1241288.2799999998,1238408.2799999998,103200.69,0
2019-03-01,Core,Enterprise,5,5,59381.520000000004,0,0,0,0,0,0,0,59381.520000000004,59381.520000000004,4948.46,0
2019-03-01,Core,Mid-Market,44,41,290519.88,14321.279999999999,0,0,0,0,0,14321.279999999999,304841.16,304841.16,25403.43,0
2019-03-01,Core,SMB,198,190,1001569.84,107009.63999999998,0,0,0,0,0,107009.63999999998,1108579.48,1108579.48,92373.29000000001,0
2019-03-01,Legacy,Enterprise,5,5,368550,89775,0,0,0,0,0,89775,458325,458325,38193.75,0
2019-03-01,Legacy,Mid-Market,6,5,150558.96,103068.36,0,0,0,0,0,103068.36,253627.32,253627.32,21135.61,0
2019-03-01,Legacy,SMB,7,6,128544.36,110633.64,0,0,0,0,0,110633.64,239178,239178,19931.5,0
2019-03-01,Other,SMB,3,3,25800,0,0,0,0,0,0,0,25800,25800,2150,0
2019-03-01,Other,Unknown,1,1,10712.64,0,0,0,0,0,0,0,10712.64,10712.64,892.72,1
2019-04-01,AI,Enterprise,14,13,452689.9199999999,145607.4,0,0,0,0,0,145607.4,598297.32,598297.32,49858.11,0
2019-04-01,AI,Mid-Market,30,29,702413.64,86843.88,7165.68,0,0,0,0,94009.56,796423.2,796423.2,66368.59999999999,0
2019-04-01,AI,SMB,29,27,536225.56,64125,0,0,0,0,0,64125,600350.56,600350.56,50020.88,0
2019-04-01,Analytics,Enterprise,7,6,149517.6,29160,0,0,0,0,0,29160,178677.6,178677.6,14889.8,0
2019-04-01,Analytics,Mid-Market,69,68,1166668.9599999997,72900,0,0,0,0,0,72900,1239568.96,1239568.96,103289.08000000002,0
2019-04-01,Analytics,SMB,96,92,1241288.28,53310.24,0,0,0,0,0,53310.24,1294598.52,1291718.52,107643.21,0
2019-04-01,Core,Enterprise,7,7,59381.52,22850.760000000002,0,0,0,0,0,22850.760000000002,82232.28,82232.28,6852.6900000000005,0
2019-04-01,Core,Mid-Market,47,44,304841.16,23490,1339.32,0,0,0,0,24829.32,329670.48,329670.48,27472.54,0
2019-04-01,Core,SMB,213,206,1108579.48,95380.56,1841.4,0,0,0,0,97221.95999999999,1205801.4400000002,1205801.4400000002,100475.12000000001,0
2019-04-01,Legacy,Enterprise,5,5,458325,0,0,0,0,0,0,0,458325,458325,38193.75,0
2019-04-01,Legacy,Mid-Market,8,7,253627.32,107428.56,0,0,0,0,0,107428.56,361055.88,361055.88,30087.989999999998,0
2019-04-01,Legacy,SMB,7,7,239178,36966.96,0,0,0,0,0,36966.96,276144.95999999996,276144.95999999996,23012.08,0
2019-04-01,Other,SMB,4,4,25800,6000,0,0,0,0,0,6000,31800,31800,2650,0
2019-04-01,Other,Unknown,3,2,10712.64,6000,0,0,0,0,0,6000,16712.64,16712.64,1392.72,3
2019-05-01,AI,Enterprise,15,14,598297.32,39234,0,0,0,0,0,39234,637531.3199999998,637531.3199999998,53127.61000000001,0
2019-05-01,AI,Mid-Market,33,32,796423.1999999998,89606.28,0,0,0,0,0,89606.28,886029.48,886029.48,73835.79,0
2019-05-01,AI,SMB,30,28,600350.56,22500,0,0,0,0,0,22500,622850.56,622850.56,51895.880000000005,0
2019-05-01,Analytics,Enterprise,8,6,178677.6,0,0,0,0,0,0,0,178677.6,178677.6,14889.8,0
2019-05-01,Analytics,Mid-Market,70,69,1239568.96,13213.68,0,0,0,0,0,13213.68,1252782.6400000001,1252782.6400000001,104390.22000000003,0
2019-05-01,Analytics,SMB,101,96,1294598.52,73173.95999999999,0,0,0,11520,0,61653.96,1356252.4800000002,1350492.4800000002,112541.04000000001,0
2019-05-01,Core,Enterprise,7,7,82232.28,0,0,0,0,0,0,0,82232.28,82232.28,6852.6900000000005,0
2019-05-01,Core,Mid-Market,55,50,329670.48,43285.67999999999,0,0,0,0,0,43285.67999999999,372956.16,372956.16,31079.680000000004,0
2019-05-01,Core,SMB,223,216,1205801.44,60000,0,0,0,0,0,60000,1265801.44,1265801.44,105475.11999999998,0
2019-05-01,Legacy,Enterprise,7,7,458325,134363.76,0,0,0,0,0,134363.76,592688.76,592688.76,49390.73,0
2019-05-01,Legacy,Mid-Market,11,10,361055.88,158079.36,0,0,0,0,0,158079.36,519135.24,519135.24,43261.27,0
2019-05-01,Legacy,SMB,8,8,276144.96,42000,0,0,0,0,0,42000,318144.96,318144.96,26512.08,0
2019-05-01,Other,SMB,4,4,31800,0,0,0,0,0,0,0,31800,31800,2650,0
2019-05-01,Other,Unknown,3,2,16712.64,0,0,0,0,0,0,0,16712.64,16712.64,1392.72,3
2019-06-01,AI,Enterprise,15,14,637531.3199999998,0,0,0,0,0,0,0,637531.3199999998,637531.3199999998,53127.61,0
2019-06-01,AI,Mid-Market,34,33,886029.48,28856.28,0,0,0,0,0,28856.28,914885.76,914885.76,76240.48000000001,0
2019-06-01,AI,SMB,33,31,622850.56,60649.68,0,0,0,0,0,60649.68,683500.24,683500.24,56950.02,0
2019-06-01,Analytics,Enterprise,8,7,178677.6,32400,0,0,0,0,0,32400,211077.6,211077.6,17589.8,0
2019-06-01,Analytics,Mid-Market,75,74,1252782.6400000001,86017.56,0,0,0,0,0,86017.56,1338800.2,1338800.2,111558.35000000002,0
2019-06-01,Analytics,SMB,108,102,1356252.4799999997,85680,0,0,0,0,0,85680,1441932.4799999997,1436172.4799999997,119681.04,0
2019-06-01,Core,Enterprise,10,10,82232.28,35175.72,0,0,0,0,0,35175.72,117408,117408,9783.999999999998,0
2019-06-01,Core,Mid-Market,59,54,372956.16,30459.6,1289.76,0,0,0,0,31749.36,404705.5199999999,404705.5199999999,33725.46,0
2019-06-01,Core,SMB,235,229,1265801.44,76184.04000000001,0,0,0,0,0,76184.04000000001,1341985.48,1341985.48,111823.78999999998,0
2019-06-01,Legacy,Enterprise,11,11,592688.76,403681.56,0,0,0,0,0,403681.56,996370.32,996370.32,83030.86,0
2019-06-01,Legacy,Mid-Market,14,14,519135.24,192634.08000000002,0,0,0,0,0,192634.08000000002,711769.32,711769.32,59314.11,0
2019-06-01,Legacy,SMB,9,9,318144.95999999996,35647.2,0,0,0,0,0,35647.2,353792.16,353792.16,29482.68,0
2019-06-01,Other,SMB,5,4,31800,0,0,0,0,0,0,0,31800,31800,2650,0
2019-06-01,Other,Unknown,4,3,16712.64,120181.56,0,0,0,0,0,120181.56,136894.2,136894.2,11407.849999999999,4
2019-07-01,AI,Enterprise,15,14,637531.3200000001,0,0,0,0,0,0,0,637531.3200000001,637531.3200000001,53127.61,0
2019-07-01,AI,Mid-Market,36,35,914885.76,57712.44,0,0,0,0,0,57712.44,972598.2000000001,972598.2000000001,81049.84999999999,0
2019-07-01,AI,SMB,38,36,683500.2400000001,107494.44,0,0,0,0,0,107494.44,790994.68,790994.68,65907.89000000001,0
2019-07-01,Analytics,Enterprise,8,7,211077.6,0,0,0,0,0,0,0,211077.6,211077.6,17589.8,0
2019-07-01,Analytics,Mid-Market,82,81,1338800.2,124832.76000000001,0,0,0,0,0,124932.76000000001,1463732.96,1463732.96,121961.08000000002,1
2019-07-01,Analytics,SMB,110,105,1441932.4800000002,43200,0,0,0,0,0,43200,1485132.48,1479372.48,123281.04000000001,0
2019-07-01,Core,Enterprise,10,10,117407.99999999999,0,0,0,0,0,0,0,117407.99999999999,117407.99999999999,9784,0
2019-07-01,Core,Mid-Market,60,55,404705.51999999996,8100,0,0,0,0,0,8100,412805.5199999999,412805.5199999999,34400.46000000001,0
2019-07-01,Core,SMB,247,241,1341985.48,70228.72,0,0,0,0,0,70228.72,1412214.1999999997,1412214.1999999997,117667.84999999999,1
2019-07-01,Legacy,Enterprise,12,11,996370.3200000001,0,0,0,0,0,0,0,996370.3200000001,996370.3200000001,83030.86,0
2019-07-01,Legacy,Mid-Market,15,15,711769.32,53965,0,0,0,0,0,53965,765734.32,765734.32,63802.86,1
2019-07-01,Legacy,SMB,10,10,353792.16000000003,38491.08,0,0,0,0,0,38491.08,392283.24,392283.24,32690.269999999997,0
2019-07-01,Other,SMB,5,4,31800,0,0,0,0,0,0,0,31800,31800,2650,0
2019-07-01,Other,Unknown,4,3,136894.2,0,0,0,0,0,0,0,136894.2,136894.2,11407.849999999999,4
2019-08-01,AI,Enterprise,16,15,637531.3200000001,65640.48,0,0,0,0,0,65640.48,703171.7999999998,703171.7999999998,58597.65,0
2019-08-01,AI,Mid-Market,37,36,972598.2000000001,23274.72,0,0,0,0,0,23274.72,995872.92,995872.92,82989.41,0
2019-08-01,AI,SMB,39,37,790994.68,22500,0,0,0,0,0,22500,813494.68,813494.68,67782.89,0
2019-08-01,Analytics,Enterprise,8,7,211077.6,0,0,0,0,0,0,0,211077.6,211077.6,17589.8,0
2019-08-01,Analytics,Mid-Market,87,86,1463732.96,96228,0,0,0,0,0,96228,1559960.9600000002,1559960.9600000002,129980.08000000002,0
2019-08-01,Analytics,SMB,114,107,1485132.48,28800,0,0,0,0,0,28800,1513932.48,1508172.48,125681.04,0
2019-08-01,Core,Enterprise,10,10,117407.99999999999,0,0,0,0,0,0,0,117407.99999999999,117407.99999999999,9784,0
